,PIN,FOLIO,DOR_CODE,NBHC,S_DATE,VI,QU,REA_CD,S_AMT,SUB,STR,S_TYPE,ORIG_SALES_DATE,PIN_p,DOR_C,SUB_p,SITE_ADDR,SITE_CITY,SITE_ZIP,tBEDS,tBATHS,tSTORIES,tUNITS,tBLDGS,TAXDIST,JUST,LAND,BLDG,EXF,ACT,EFF,HEAT_AR,ASD_VAL,TAX_VAL,MUNI,SD1,SD2,TIF,BASE,VI_p,ACREAGE,NBHC_p,OWNER_OCCUPIED,_merge
911604,U-09-29-20-C6G-000005-00047.0,0659131714,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911605,U-09-29-20-C6G-000005-00048.0,0659131716,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911606,U-09-29-20-C6G-000005-00049.0,0659131718,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911607,U-09-29-20-C6G-000005-00050.0,0659131720,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911608,U-09-29-20-C6G-000006-00001.0,0659131722,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911609,U-09-29-20-C6G-000006-00002.0,0659131724,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911610,U-09-29-20-C6G-000006-00003.0,0659131726,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911611,U-09-29-20-C6G-000006-00004.0,0659131728,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911612,U-09-29-20-C6G-000006-00005.0,0659131730,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911613,U-09-29-20-C6G-000007-00011.0,0659131732,0006,220008.0,2021-12-23,I,U,98,265300.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911614,U-09-29-20-C6G-000007-00011.0,0659131732,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911615,U-09-29-20-C6G-000007-00012.0,0659131734,0006,220008.0,2021-12-23,I,Q,01,265100.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911616,U-09-29-20-C6G-000007-00012.0,0659131734,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911617,U-09-29-20-C6G-000007-00013.0,0659131736,0006,220008.0,2021-12-23,I,U,98,258800.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911618,U-09-29-20-C6G-000007-00013.0,0659131736,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911619,U-09-29-20-C6G-000007-00014.0,0659131738,0006,220008.0,2021-12-23,I,Q,01,257100.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911620,U-09-29-20-C6G-000007-00014.0,0659131738,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911621,U-09-29-20-C6G-000007-00015.0,0659131740,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911622,U-09-29-20-C6G-000008-00021.0,0659131742,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911623,U-09-29-20-C6G-000008-00022.0,0659131744,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911624,U-09-29-20-C6G-000008-00023.0,0659131746,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911625,U-09-29-20-C6G-000008-00024.0,0659131748,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911626,U-09-29-20-C6G-000008-00025.0,0659131750,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911627,U-09-29-20-C6G-000009-00031.0,0659131752,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911628,U-09-29-20-C6G-000009-00032.0,0659131754,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911629,U-09-29-20-C6G-000009-00033.0,0659131756,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911630,U-09-29-20-C6G-000009-00034.0,0659131758,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911631,U-09-29-20-C6G-000009-00035.0,0659131760,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911632,U-09-29-20-C6G-000010-00041.0,0659131762,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911633,U-09-29-20-C6G-000010-00042.0,0659131764,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911634,U-09-29-20-C6G-000010-00043.0,0659131766,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911635,U-09-29-20-C6G-000010-00044.0,0659131768,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911636,U-09-29-20-C6G-000010-00045.0,0659131770,0006,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911637,U-09-29-20-C6G-000000-A0000.0,0659131772,0903,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
911638,U-09-29-20-C6G-000000-F0001.0,0659131774,0000,220008.0,2020-12-07,V,U,3C,700000.0,C6G,092920,WD,2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
920000,U-11-29-20-2A4-000007-00010.0,0664210050,0000,220003.0,2021-11-05,V,U,05,6700.0,2A4,112920,WD,1976-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
920001,U-11-29-20-2A4-000007-00010.0,0664210050,0000,220003.0,2021-11-05,V,U,05,123400.0,2A4,112920,WD,1976-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
920002,U-11-29-20-2A4-000007-00010.0,0664210050,0000,220003.0,2003-12-01,I,U,11,100.0,2A4,112920,QC,1976-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
920003,U-11-29-20-2A4-000007-00010.0,0664210050,0000,220003.0,2003-12-01,I,U,11,100.0,2A4,112920,QC,1976-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
920004,U-11-29-20-2A4-000007-00010.0,0664210050,0000,220003.0,2003-12-01,I,U,11,100.0,2A4,112920,QC,1976-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
920005,U-11-29-20-2A4-000007-00010.0,0664210050,0000,220003.0,1987-10-01,I,U,05,32000.0,2A4,112920,WD,1976-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
969620,U-24-29-20-ZZZ-000002-59410.1,0698890025,9400,420001.0,2019-05-24,V,U,11,100.0,ZZZ,242920,WD,1995-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
969621,U-24-29-20-ZZZ-000002-59410.1,0698890025,9400,420001.0,2019-05-02,V,Q,01,27000.0,ZZZ,242920,WD,1995-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
969622,U-24-29-20-ZZZ-000002-59410.1,0698890025,9400,420001.0,2018-04-26,I,U,11,100.0,ZZZ,242920,DD,1995-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
969623,U-24-29-20-ZZZ-000002-59410.1,0698890025,9400,420001.0,1995-06-01,V,U,38,1500.0,ZZZ,242920,WD,1995-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
971400,U-24-29-20-B94-000000-00000.0,0700237100,HH,0.0,2019-08-02,I,U,3C,864000.0,B94,242920,WD,1979-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
971401,U-24-29-20-B94-000000-00000.0,0700237100,HH,0.0,1998-11-01,V,U,38,160000.0,B94,242920,WD,1979-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
971402,U-24-29-20-B94-000000-00000.0,0700237100,HH,0.0,1997-12-01,V,U,05,225000.0,B94,242920,WD,1979-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
987223,U-27-29-20-99U-000000-00000.0,0717928200,HH,0.0,2009-04-07,I,U,11,100.0,99U,272920,CT,2009-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
987224,U-27-29-20-99U-000000-00000.0,0717928200,HH,0.0,2009-04-07,I,U,11,6000.0,99U,272920,CT,2009-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
995488,U-30-29-20-87J-000000-G0001.0,0722101100,0044,822000.0,2022-01-13,I,U,05,82564900.0,87J,302920,WD,2006-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
995489,U-30-29-20-87J-000000-G0001.0,0722101100,0044,822000.0,2017-01-18,I,U,05,28335100.0,87J,302920,WD,2006-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
995490,U-30-29-20-87J-000000-G0001.0,0722101100,0044,822000.0,2016-10-11,V,Q,01,46000.0,87J,302920,WD,2006-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
995491,U-30-29-20-87J-000000-G0001.0,0722101100,0044,822000.0,2016-03-28,V,U,11,100.0,87J,302920,QC,2006-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
995492,U-30-29-20-87J-000000-G0001.0,0722101100,0044,822000.0,2016-03-18,V,U,11,100.0,87J,302920,QC,2006-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
995493,U-30-29-20-87J-000000-G0001.0,0722101100,0044,822000.0,2015-09-23,V,U,11,100.0,87J,302920,QC,2006-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
995494,U-30-29-20-87J-000000-G0001.0,0722101100,0044,822000.0,2013-12-30,I,U,3C,16200000.0,87J,302920,WD,2006-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
995495,U-30-29-20-87J-000000-G0001.0,0722101100,0044,822000.0,2006-12-18,I,U,05,32500000.0,87J,302920,WD,2006-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094290,U-15-30-20-C6M-000000-00001.0,0750687762,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094291,U-15-30-20-C6M-000000-00002.0,0750687764,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094292,U-15-30-20-C6M-000000-00003.0,0750687766,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094293,U-15-30-20-C6M-000000-00004.0,0750687768,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094294,U-15-30-20-C6M-000000-00005.0,0750687770,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094295,U-15-30-20-C6M-000000-00006.0,0750687772,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094296,U-15-30-20-C6M-000000-00007.0,0750687774,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094297,U-15-30-20-C6M-000000-00008.0,0750687776,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094298,U-15-30-20-C6M-000000-00009.0,0750687778,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094299,U-15-30-20-C6M-000000-00010.0,0750687780,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094300,U-15-30-20-C6M-000000-00011.0,0750687782,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094301,U-15-30-20-C6M-000000-00012.0,0750687784,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094302,U-15-30-20-C6M-000000-00013.0,0750687786,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094303,U-15-30-20-C6M-000000-00014.0,0750687788,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094304,U-15-30-20-C6M-000000-00015.0,0750687790,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094305,U-15-30-20-C6M-000000-00016.0,0750687792,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094306,U-15-30-20-C6M-000000-00017.0,0750687794,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094307,U-15-30-20-C6M-000000-00018.0,0750687796,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094308,U-15-30-20-C6M-000000-00019.0,0750687798,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094309,U-15-30-20-C6M-000000-00020.0,0750687800,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094310,U-15-30-20-C6M-000000-00021.0,0750687802,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094311,U-15-30-20-C6M-000000-00022.0,0750687804,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094312,U-15-30-20-C6M-000000-00023.0,0750687806,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094313,U-15-30-20-C6M-000000-00024.0,0750687808,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094314,U-15-30-20-C6M-000000-00025.0,0750687810,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094315,U-15-30-20-C6M-000000-00026.0,0750687812,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094316,U-15-30-20-C6M-000000-00027.0,0750687814,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094317,U-15-30-20-C6M-000000-00028.0,0750687816,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094318,U-15-30-20-C6M-000000-00029.0,0750687818,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094319,U-15-30-20-C6M-000000-00030.0,0750687820,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094320,U-15-30-20-C6M-000000-00031.0,0750687822,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094321,U-15-30-20-C6M-000000-00032.0,0750687824,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094322,U-15-30-20-C6M-000000-00033.0,0750687826,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094323,U-15-30-20-C6M-000000-00034.0,0750687828,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094324,U-15-30-20-C6M-000000-00035.0,0750687830,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094325,U-15-30-20-C6M-000000-00036.0,0750687832,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094326,U-15-30-20-C6M-000000-00037.0,0750687834,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094327,U-15-30-20-C6M-000000-00038.0,0750687836,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094328,U-15-30-20-C6M-000000-00039.0,0750687838,0000,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1094329,U-15-30-20-C6M-000000-A0000.0,0750687840,0901,224004.0,2020-07-07,V,U,3C,1121300.0,C6M,153020,WD,2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1104872,U-19-30-20-ZZZ-000002-99920.3,0763240006,1000,226009.0,2021-12-10,V,U,11,100.0,ZZZ,193020,CD,2008-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1104873,U-19-30-20-ZZZ-000002-99920.3,0763240006,1000,226009.0,2021-12-10,V,U,30,500000.0,ZZZ,193020,FD,2008-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1104874,U-19-30-20-ZZZ-000002-99920.3,0763240006,1000,226009.0,2021-01-19,V,U,30,10000.0,ZZZ,193020,FD,2008-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1104875,U-19-30-20-ZZZ-000002-99920.3,0763240006,1000,226009.0,2018-10-24,V,U,05,2100000.0,ZZZ,193020,WD,2008-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1104876,U-19-30-20-ZZZ-000002-99920.3,0763240006,1000,226009.0,2018-10-16,V,U,11,100.0,ZZZ,193020,QC,2008-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1104877,U-19-30-20-ZZZ-000002-99920.3,0763240006,1000,226009.0,2008-05-22,V,U,30,849500.0,ZZZ,193020,WD,2008-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1108561,U-21-30-20-ZZZ-000003-02990.0,0766840100,NN,0.0,2015-12-20,I,U,37,170000.0,ZZZ,213020,WD,1983-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1108562,U-21-30-20-ZZZ-000003-02990.0,0766840100,NN,0.0,1983-06-01,V,U,38,100.0,ZZZ,213020,QC,1983-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1122612,U-25-30-20-ZZZ-000003-04725.0,0768280105,8900,225001.0,2021-09-10,V,U,11,100.0,ZZZ,253020,WD,2021-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1123156,U-25-30-20-A0R-000000-B0019.9,0768280682,0901,225001.0,2020-04-30,V,U,11,100.0,A0R,253020,WD,2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191220,U-07-31-20-C6H-000000-00001.0,0776524052,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191221,U-07-31-20-C6H-000000-00002.0,0776524054,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191222,U-07-31-20-C6H-000000-00003.0,0776524056,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191223,U-07-31-20-C6H-000000-00004.0,0776524058,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191224,U-07-31-20-C6H-000000-00005.0,0776524060,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191225,U-07-31-20-C6H-000000-00006.0,0776524062,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191226,U-07-31-20-C6H-000000-00007.0,0776524064,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191227,U-07-31-20-C6H-000000-00008.0,0776524066,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191228,U-07-31-20-C6H-000000-00009.0,0776524068,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191229,U-07-31-20-C6H-000000-00010.0,0776524070,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191230,U-07-31-20-C6H-000000-00011.0,0776524072,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191231,U-07-31-20-C6H-000000-00012.0,0776524074,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191232,U-07-31-20-C6H-000000-00013.0,0776524076,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191233,U-07-31-20-C6H-000000-00014.0,0776524078,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191234,U-07-31-20-C6H-000000-00015.0,0776524080,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191235,U-07-31-20-C6H-000000-00016.0,0776524082,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191236,U-07-31-20-C6H-000000-00017.0,0776524084,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191237,U-07-31-20-C6H-000000-00018.0,0776524086,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191238,U-07-31-20-C6H-000000-00019.0,0776524088,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
1191239,U-07-31-20-C6H-000000-00020.0,0776524090,0006,226003.0,2006-06-29,V,U,3C,2022400.0,C6H,073120,WD,2006-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
